Nome,name,Cargo,Sexo,Partido,ideologia,ColigaCAo,PartidoCol1,PartidoCol2,PartidoCol3,PartidoCol4,PartidoCol5,PartidoCol6,PartidoCol7,SituaCAo,GraudeInstruCAo,OcupaCAo,OcupaCAoComplementar,EstadoCivil,DatadeNascimento,Cadeiras_por_estado,NUmerodoCandidato,migrant1,n_mudan1,senti11,Vereador,DepEstadual,CargExecEletivoSubNacional,CargExecEletivoNacional,CargExecNEletivoSubNacional,CargExexNEletivoNacional,PresidenteEstatal,Senado,Suplente,Idade,Escandalo,Identidade_religiosa,Migrante,n_mudanC,sentid1,GrupoEtario,MacroregiOes,Cargo_ComissAo,coalgov,UF,pobreza,votos02,votos06,aumevot0206,Eleito,ReeleiCAo,mesa,lideranC,dimivot0206,escandalo2,reeleito,mensalao,sangues,temsuper,votes,list.uf,list.coli,poverty.state,support,pork,despesa
OLIBIO ESTEVAO NUNES DE FREITAS,OLIBIO,Deputado Federal,Masculino,PT,0,PT / PC do B,PT,PC do B,NA,NA,NA,NA,NA,Deferido,Ensino MEdio incompleto,Agricultor,Outros,Casado(a),12-Feb-60,31,1310,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,46,NAo,NA,NAo,NA,NA,41 a 50 anos,Sul,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",RS,0.18,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,2508.15
OLIVIO NOBREGA FILHO,OLIVIO NOBREGA,Deputado Federal,Masculino,PL,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior incompleto,Vereador,Outros,Casado(a),10-Mar-57,70,2250,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,49,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,"oposiCAo (pfl, psdb)",SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,11217.18
OMAR GONCALVES REGIO,OMAR GONCALVES,Deputado Federal,Masculino,PTN,1,PTN / PRTB / PRP / PT do B,PTN,PRTB,PRP,PT do B,NA,NA,NA,Deferido,Ensino MEdio completo,Locutor e Comentarista de RAdio e TelevisAo,Outros,Divorciado(a),18-Jul-60,53,1922,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,46,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,pequenos partidos,MG,0.25,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
ONEY ALVES FERREIRA,NEY,Deputado Federal,Masculino,PSC,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior incompleto,Contador,Outros,Casado(a),6-Oct-52,30,2089,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,53,NAo,NA,NAo,NA,NA,51 a 65 anos,Sul,NA,pequenos partidos,PR,0.18,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,2122
ONEZILDA MARIA LIMA SORIANO,ZILDA SORIANO,Deputado Federal,Feminino,PDT,0,PDT / PSC / PRTB,PDT,PSC,PRTB,NA,NA,NA,NA,Deferido,Superior completo,Outros,Outros,Solteiro(a),20-Sep-50,39,1256,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,56,NAo,NA,NAo,NA,NA,51 a 65 anos,Nordeste,NA,"indepentes (pps, pdt, pv)",BA,0.473,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,305
ONIVALDO NUNES DA SILVA,NUNES,Deputado Federal,Masculino,PSL,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Ensino MEdio completo,"Vendedor Pracista, Representante, Caixeiro-Viajante e Asseme",Outros,Casado(a),18-Sep-66,30,1707,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,40,NAo,NA,NAo,NA,NA,31 a 40 anos,Sul,NA,pequenos partidos,PR,0.18,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
ONYX DORNELLES LORENZONI,ONYX LORENZONI,Deputado Federal,Masculino,PFL,2,PL / PPS / PFL / PSDB,PL,PPS,PFL,PSDB,NA,NA,NA,Deferido,Superior completo,VeterinArio,Outros,Casado(a),3-Oct-54,31,2522,NAo,NA,NA,NAo,Sim,NAo,NAo,NAo,NAo,SI,NAo,NAo,51,NAo,NA,NAo,NA,NA,51 a 65 anos,Sul,SI,"oposiCAo (pfl, psdb)",RS,0.18,62160,112764,1,Sim,Sim,NAo Participou,NAo Participou,NA,Nao,Sim,NAo,NAo,1,62160,31,2,20.61,0.43,0,520480.32
ORESTES BARBOSA DA SILVA,ORESTES BARBOSA,Deputado Federal,Masculino,PRTB,2,PRB / PTN / PRTB,PRB,PTN,PRTB,NA,NA,NA,NA,Deferido,Superior completo,EmpresArio,Outros,Casado(a),13-Apr-45,46,2882,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,61,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,pequenos partidos,RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
ORIVAL JOSE DE FRANCA,ORIVAL FRANCA,Deputado Federal,Masculino,PSOL,0,PSOL / PSTU / PCB,PSOL,PSTU,PCB,NA,NA,NA,NA,Deferido,Superior completo,Fiscal,Servidor Publico Civil,Solteiro(a),21-Mar-43,9,5033,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NAo,63,NAo,NA,NAo,NA,NA,51 a 65 anos,Nordeste,NA,pequenos partidos,AL,0.563,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,4120
ORLANDO ANZOATEGUI JUNIOR,ORLANDO ANZOATEGUI,Deputado Federal,Masculino,PSB,0,PP / PDT / PTB / PSB,PP,PDT,PTB,PSB,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Casado(a),28-Feb-71,30,4080,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,35,NAo,NA,NAo,NA,NA,31 a 40 anos,Sul,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",PR,0.18,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
ORLANDO APARECIDO TOMASELLA,CORONEL TOMASELLA,Deputado Federal,Masculino,PV,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Militar Reformado,Outros,Casado(a),1-Sep-49,70,4303,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,57,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
ORLANDO DESCONSI,ORLANDO DESCONSI,Deputado Federal,Masculino,PT,0,PT / PC do B,PT,PC do B,NA,NA,NA,NA,NA,Deferido,Superior completo,Deputado,Outros,Casado(a),11-Dec-63,31,1344,NAo,NA,NA,NAo,NAo,NAo,NAo,NAo,NAo,SI,NAo,NAo,42,NAo,NA,NAo,NA,NA,41 a 50 anos,Sul,SI,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",RS,0.18,77330,66103,0,NAo,Sim,NAo Participou,NAo Participou,0,Nao,NAo,NAo,NAo,1,77330,26,7,20.61,0.71,0.84,171888.16
ORLANDO FANTAZZINI NETO,FANTAZINI,Deputado Federal,Masculino,PSOL,0,PCB / PSOL / PSTU,PCB,PSOL,PSTU,NA,NA,NA,NA,Deferido,Superior completo,Deputado,Outros,Casado(a),14-Sep-58,70,5030,NAo,NA,NA,Sim,NAo,NAo,NAo,NAo,NAo,SI,NAo,NAo,48,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,SI,pequenos partidos,SP,0.14,123163,24843,0,NAo,Sim,NAo Participou,NAo Participou,0,Nao,NAo,NAo,NAo,1,NA,NA,NA,NA,NA,NA,108434.71
ORLANDO MARCIO BRITO,ORLANDO BRITO,Deputado Federal,Masculino,PSDB,1,PP / PSDB,PP,PSDB,NA,NA,NA,NA,NA,Indeferido com recurso,Superior incompleto,Outros,Outros,Solteiro(a),1-Jul-67,17,4510,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,39,NAo,NA,NAo,NA,NA,31 a 40 anos,Norte,NA,"oposiCAo (pfl, psdb)",PA,0.43,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
ORLANDO PEREIRA DA SILVA,ORLANDO,Deputado Federal,Masculino,PSTU,0,PSTU / PCB / PSOL,PSTU,PCB,PSOL,NA,NA,NA,NA,Deferido,Superior completo,Servidor PUblico Estadual,Servidor Publico Civil,Solteiro(a),11-Jul-75,22,1610,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,31,NAo,NA,NAo,NA,NA,31 a 40 anos,Nordeste,NA,pequenos partidos,CE,0.483,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
ORLEI ZIEGEMANN,ORLEI,Deputado Federal,Masculino,PV,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Servidor PUblico Estadual,Outros,Solteiro(a),17-Oct-42,30,4388,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,63,NAo,NA,NAo,NA,NA,51 a 65 anos,Sul,NA,"indepentes (pps, pdt, pv)",PR,0.18,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
OROZIMBO ALVES MOREIRA,ZIMBO MOREIRA,Deputado Federal,Masculino,PSDC,2,PSDC / PHS / PRP,PSDC,PHS,PRP,NA,NA,NA,NA,Indeferido com recurso,Ensino MEdio completo,Servidor PUblico Federal,Outros,Casado(a),7-Jan-55,46,2737,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,51,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,pequenos partidos,RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
ORSAY GONCALVES MAGALHAES,MENDIGO ORUK,Deputado Federal,Masculino,PRONA,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior incompleto,Servidor PUblico Federal,Outros,Solteiro(a),6-May-69,46,5648,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,37,NAo,NA,NAo,NA,NA,31 a 40 anos,Sudeste,NA,pequenos partidos,RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,1693.35
OSCAR GUILHERME ABDON SANTIAGO,SANTIAGO,Deputado Federal,Masculino,PTN,1,PRB / PT / PTN / PSB / PC do B,PRB,PT,PTN,PSB,PC do B,NA,NA,Deferido,Ensino MEdio completo,Servidor PUblico Municipal,Outros,Solteiro(a),22-Sep-59,17,1920,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,47,NAo,NA,NAo,NA,NA,41 a 50 anos,Norte,NA,pequenos partidos,PA,0.43,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
OSCAR KENJIRO NORIMASSU ASAKURA,PROF. OSCAR ASAKURA,Deputado Federal,Masculino,PSDB,1,PSDB / PFL,PSDB,PFL,NA,NA,NA,NA,NA,Deferido,Superior completo,EmpresArio,Outros,Casado(a),8-Oct-62,70,4548,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,43,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,"oposiCAo (pfl, psdb)",SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,10232.8
OSCAR RIBEIRO,DR. OSCAR,Deputado Federal,Masculino,PFL,2,PSDB / PFL / PTB,PSDB,PFL,PTB,NA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Casado(a),30-Jul-37,8,2555,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,69,NAo,NA,NAo,NA,NA,65 anos ou mais,Norte,NA,"oposiCAo (pfl, psdb)",AC,0.416,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
OSCAR RODRIGUES JUNIOR,OSCAR RODRIGUES,Deputado Federal,Masculino,PRP,2,PTN / PRP / PT do B,PTN,PRP,PT do B,NA,NA,NA,NA,Deferido,Ensino MEdio completo,"Corretor de ImOveis, Seguros, TItulos",Outros,Divorciado(a),19-Nov-47,70,4445,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,58,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,pequenos partidos,SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,9494.96
OSIEL SILVA CHAGAS,CEL. OSIEL,Deputado Federal,Masculino,PDT,0,PDT / PRTB,PDT,PRTB,NA,NA,NA,NA,NA,Deferido,Superior completo,Policial Militar,Militar da ativa,Casado(a),6-Jan-50,10,1254,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,56,NAo,NA,NAo,NA,NA,51 a 65 anos,Nordeste,NA,"indepentes (pps, pdt, pv)",PI,0.51,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
OSINALDO VALDEMAR DE SOUZA,OSINALDO,Deputado Federal,Masculino,PTB,2,PRB / PT / PTB / PMN / PC do B,PRB,PT,PTB,PMN,PC do B,NA,NA,Deferido,Ensino MEdio completo,Outros,Outros,Casado(a),30-Apr-73,25,1466,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,33,NAo,NA,NAo,NA,NA,31 a 40 anos,Nordeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",PE,0.49,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,5468
OSMAR BARCARO,BARCARO,Deputado Federal,Masculino,PTB,2,PTB / PSB,PTB,PSB,NA,NA,NA,NA,NA,Deferido,Ensino MEdio completo,Representante Comercial,Outros,Casado(a),18-Sep-58,16,1499,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,48,NAo,NA,NAo,NA,NA,41 a 50 anos,Sul,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",SC,0.12,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,10096.04
OSMAR DE OLIVEIRA,OSMAR DE OLIVEIRA,Deputado Federal,Masculino,PSB,0,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Ensino Fundamental incompleto,EmpresArio,Outros,Casado(a),8-Mar-54,70,4094,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,52,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,504.12
OSMAR FRANCISCO SAMPAIO DA SILVA,OSMAR SAMPAIO,Deputado Federal,Masculino,PMDB,1,PRB / PT / PMDB / PSC / PPS / PMN / PTC / PSB / PV / PC do B,PRB,PT,PMDB,PSC,PPS,PMN,PTC,Deferido,Ensino MEdio completo,Vereador,Outros,Casado(a),28-Dec-69,8,1500,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,36,NAo,NA,NAo,NA,NA,31 a 40 anos,Norte,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",RR,0.38,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,7294.8
OSMAR GALVAO,GALVAO,Deputado Federal,Masculino,PDT,0,PP / PDT / PTB / PSB,PP,PDT,PTB,PSB,NA,NA,NA,Deferido,Superior completo,Servidor PUblico Civil Aposentado,Outros,Solteiro(a),30-May-59,30,1223,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,47,NAo,NA,NAo,NA,NA,41 a 50 anos,Sul,NA,"indepentes (pps, pdt, pv)",PR,0.18,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
OSMAR GASPARINI TERRA,OSMAR TERRA,Deputado Federal,Masculino,PMDB,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,MEdico,Outros,Divorciado(a),18-Feb-50,31,1522,NAo,NA,NA,NAo,NAo,NAo,NAo,NAo,NAo,SI,NAo,NAo,56,NAo,NA,NAo,NA,NA,51 a 65 anos,Sul,SI,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",RS,0.18,70237,101695,1,Sim,Sim,NAo Participou,NAo Participou,NA,Nao,Sim,NAo,NAo,1,NA,NA,NA,NA,NA,NA,421254.21
OSMAR JOSE SERRAGLIO,OSMAR SERRAGLIO,Deputado Federal,Masculino,PMDB,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Deputado,Outros,Casado(a),23-May-48,30,1533,NAo,NA,NA,NAo,NAo,Sim,NAo,NAo,NAo,SI,NAo,NAo,58,NAo,NA,NAo,NA,NA,51 a 65 anos,Sul,SI,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",PR,0.18,NA,149673,NA,Sim,Sim,NAo Participou,NAo Participou,NA,Nao,Sim,NAo,NAo,1,101019,15,5,21.64,NA,1,NA
OSMAR LEITAO ROSA,OSMAR LEITAO,Deputado Federal,Masculino,PSB,0,PT / PSB / PC do B,PT,PSB,PC do B,NA,NA,NA,NA,Deferido,Superior completo,Aposentado (Exceto Servidor PUblico),Outros,Casado(a),10-Jun-37,46,4051,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,69,NAo,NA,NAo,NA,NA,65 anos ou mais,Sudeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,22378.55
OSMAR MENDES DE REZENDE,OSMAR REZENDE,Deputado Federal,Masculino,PSOL,0,PSTU / PCB / PSOL,PSTU,PCB,PSOL,NA,NA,NA,NA,Deferido,Ensino Fundamental completo,Policial Militar,Outros,Casado(a),14-Sep-67,17,5010,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,39,NAo,NA,NAo,NA,NA,31 a 40 anos,Centro-oeste,NA,pequenos partidos,GO,0.222,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,1022.14
OSMAR PEREIRA BRITO,OSMAR BRITO,Deputado Federal,Masculino,PCO,0,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,BancArio e EconomiArio,Outros,Casado(a),17-Mar-61,70,2910,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,45,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,pequenos partidos,SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
OSMAR RIBEIRO DE ALMEIDA JUNIOR,OSMAR JUNIOR,Deputado Federal,Masculino,PC do B,0,PT / PSB / PTB / PC do B / PL,PT,PSB,PTB,PC do B,PL,NA,NA,Deferido,Superior completo,Advogado,Servidor Publico Civil,Casado(a),8-Oct-59,10,6565,NAo,NA,NA,SI,SI,Sim,SI,SI,SI,SI,SI,NA,46,NAo,NA,NAo,NA,NA,41 a 50 anos,Nordeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",PI,0.51,NA,96935,NA,Sim,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,333773.84
OSMARIO GENARIO DE SOUZA LIMA,DR. OSMARIO,Deputado Federal,Masculino,PL,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,MEdico,Outros,Casado(a),14-Nov-53,70,2289,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,52,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,"oposiCAo (pfl, psdb)",SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,15011.32
OSORIO ADRIANO FILHO,OSORIO,Deputado Federal,Masculino,PFL,2,PTN / PSC / PL / PPS / PFL / PMN / PRONA,PTN,PSC,PL,PPS,PFL,PMN,PRONA,Deferido com recurso,Superior completo,EmpresArio,Outros,Casado(a),10-Jul-29,8,2512,NAo,NA,NA,NAo,NAo,NAo,NAo,NAo,NAo,NAo,NAo,Sim,77,NAo,NA,NAo,NA,NA,65 anos ou mais,Centro-oeste,SI,"oposiCAo (pfl, psdb)",DF,0.1838,24028,38034,1,NAo,Sim,NAo Participou,NAo Participou,NA,Nao,NAo,NAo,NAo,1,NA,NA,NA,NA,NA,NA,1698854.9
OSSESIO JOSE DA SILVA,OSSESIO SILVA,Deputado Federal,Masculino,PFL,2,PFL / PP / PL / PHS / PTC,PFL,PP,PL,PHS,PTC,NA,NA,Deferido,Ensino MEdio completo,Sacerdote ou Membro de Ordem ou Seita Religiosa,Outros,Casado(a),9-Dec-54,39,2533,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,51,NAo,NA,NAo,NA,NA,51 a 65 anos,Nordeste,NA,"oposiCAo (pfl, psdb)",BA,0.473,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,57779.41
OSVALDIR DE OLIVEIRA,PROFESSOR OSVALDIR,Deputado Federal,Masculino,PV,1,PP / PMN / PV / PRONA,PP,PMN,PV,PRONA,NA,NA,NA,Deferido,Superior incompleto,Outros,Outros,Casado(a),21-Mar-54,16,4377,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,52,NAo,NA,NAo,NA,NA,51 a 65 anos,Sul,NA,"indepentes (pps, pdt, pv)",SC,0.12,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,500
OSVALDO AMAURI DA SILVA,DR. AMAURI,Deputado Federal,Masculino,PDT,0,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Policial Civil,Outros,Separado(a) judicialmente,24-Mar-50,8,1233,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,56,NAo,NA,NAo,NA,NA,51 a 65 anos,Norte,NA,"indepentes (pps, pdt, pv)",AM,0.418,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,1270.08
OSVALDO ANICETTO BIOLCHI,OSVALDO BIOLCHI,Deputado Federal,Masculino,PMDB,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Casado(a),16-Dec-34,31,1580,NAo,NA,NA,NAo,NAo,NAo,NAo,NAo,NAo,SI,NAo,NAo,71,NAo,NA,NAo,NA,NA,65 anos ou mais,Sul,SI,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",RS,0.18,74284,58042,0,NAo,Sim,NAo Participou,NAo Participou,0,Nao,NAo,NAo,NAo,1,74284,28,6,20.61,NA,0.87,178814.06
OSVALDO ANTONIO RIBEIRO,OSVALDO RIBEIRO,Deputado Federal,Masculino,PT,0,PT / PT do B / PC do B / PRONA,PT,PT do B,PC do B,PRONA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Divorciado(a),17-Nov-47,8,1307,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,58,NAo,NA,NAo,NA,NA,51 a 65 anos,Centro-oeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",MT,0.24,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
OSVALDO APARECIDO HERRERA,OSVALDO HERRERA,Deputado Federal,Masculino,PT,0,PT / PHS / PL / PAN / PRB / PC do B,PT,PHS,PL,PAN,PRB,PC do B,NA,Deferido,Superior incompleto,Servidor PUblico Estadual,Outros,Casado(a),5-Nov-64,30,1330,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,41,NAo,NA,NAo,NA,NA,41 a 50 anos,Sul,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",PR,0.18,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,2244.04
OSVALDO BUSKEI,OSVALDO GAROTAO BUSKEI,Deputado Federal,Masculino,PTC,1,PTN / PMN / PTC / PRONA / PT do B,PTN,PMN,PTC,PRONA,PT do B,NA,NA,Deferido,Ensino MEdio completo,Industrial,Outros,Divorciado(a),25-Dec-44,30,3678,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,61,NAo,NA,NAo,NA,NA,51 a 65 anos,Sul,NA,pequenos partidos,PR,0.18,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
OSVALDO DA SILVA AROUCA,AROUCA,Deputado Federal,Masculino,PL,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Divorciado(a),24-Jun-39,70,2234,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,67,NAo,NA,NAo,NA,NA,65 anos ou mais,Sudeste,NA,"oposiCAo (pfl, psdb)",SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,10405.6
OSVALDO DE SOUZA COELHO,OSVALDO COELHO,Deputado Federal,Masculino,PFL,2,PMDB / PPS / PFL / PSDB,PMDB,PPS,PFL,PSDB,NA,NA,NA,Deferido,Superior completo,Deputado,Outros,Casado(a),24-Aug-31,25,2530,NAo,NA,NA,NAo,Sim,NAo,NAo,Sim,NAo,SI,NAo,NAo,75,NAo,NA,NAo,NA,NA,65 anos ou mais,Nordeste,SI,"oposiCAo (pfl, psdb)",PE,0.49,70301,72109,1,NAo,Sim,NAo Participou,NAo Participou,NA,Nao,NAo,NAo,NAo,1,70301,19,13,55.4,0.07,0.87,287712.4
